Name,Ward,Address,Landline Nos.,Class from,Class to,School Type,Website,Email,BMC Dept.,Twitter Handle,Direction,
JAYANTILAL NEW SEC. MARATHI,N WARD,JAYANTILAL VAISHNAV MARG MUNICIPAL MARATHI SECONDARY SCHOOL KHOT LANE GHATKOPAR MUMBAI 86,022-21016004,9,10,3-Co-educational,,njayantilalmar.sec.school08@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0874409994242,72.9076429999196",
DHANJI DEVASHI MR. SCHOOL,N WARD,"HINGWALA LANE NEAR JAIN MANDIR,PATEL CHOWK GHATKOPAR EAST MUMBAI 400077",022-21029049,1,6,3-Co-educational,,ulkagaikar@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.082828000481,72.9089110001793",
PANT NGR UP MARATHI 2,N WARD,pantnagar marathi shala no.2ghatkopar east mumbai-400075,022-0,1,8,3-Co-educational,,shaila.savardekar@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0858629996204,72.9138120001489",
PANT NGR UP HINDI NUN,N WARD,PANTNAGAR HINDI SCHOOL NEAR POLICE CHOWKI,022-0,1,8,3-Co-educational,,pantnagarprimaryhindi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0875159998334,72.916859999836",
SAMTA COLONY MUN UP HINDI,N WARD,SAMTA COLONY OPP TO SATYAVIJAY SOC PANTNAGAR GHATKOPAR EAST,022-0,1,8,3-Co-educational,education.maharashtra.gov.in/saral/27220700207,prakashparadhee82@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.081816000658,72.9157129999418",
PANT NGR MUN URD,N WARD,NEAR POLICE STATION PANT NAGAR GHATKOPAR EAST MUM 75,022-0,1,8,3-Co-educational,,pantnagarurdumcgm@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0876149992256,72.9168600001665",
PANT NGR MUN ENG UP,N WARD,"Near Pantnagar Police Station,Ghatkopar",022-0,1,8,3-Co-educational,,pantnagarenglish1982@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0875229996235,72.9168720006437",
PANT NGR UP MUN KAN,N WARD,Pantnagar Muncipal school no 2 near post office Ghatkopar east,022-21020062,1,8,3-Co-educational,,pantkan9410@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0858640001895,72.9139139999458",
PANT NGR UP TEL,N WARD,"PANTNAGAR MUNICIPAL TELUGU SCHOOL, Near pantnagar east postoffice.",022-21020057,1,7,3-Co-educational,education.maharasthra.gov.in,marykaila67@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0858530002303,72.9139219999107",
PANT NGR MUN NEW SEC SCH MAR 2,N WARD,"Pantnagar mun.mar. sec.school no.2 ,Pantnagar marathi shala samjun no.3 near pantnagar police",022-0,9,10,3-Co-educational,education.maharasthra.gov.in/saral/272207212,npantnagarno.2marathi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0879589998541,72.91672900009",
PANT NGR MUN NEW SEC SCH HIN 3,N WARD,"Pant nagar mun school no 3 ,Ghatkopar east,Mumbai-400075",022-21020079,9,10,3-Co-educational,,npantnagarno3.hindi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0878450005909,72.9165410006029",
VIKROLI PARK SITE MUN LP URD3,N WARD,near fire brigade vikhroli west,022-0,1,4,3-Co-educational,,vps03@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1015579991949,72.9183250000545",
MPS VIKROLI PARK SITE SCH,N WARD,"vikhroli parksite mun bldg no 3 , vikhroli parksite ,near bumkhana,vikhroli west mumbai 79",022-25172571,1,10,3-Co-educational,education.maharasthra.gov.in,vpsmps3@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1007690002709,72.9188529995558",
SAI NATH NGR MG MUN MAR UP 1,N WARD,sainath estet ghatkopar west,022-25000170,1,8,3-Co-educational,education.maharashtra.gov.in,nanadapawar24@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0972359999087,72.9097419995086",
SAI NATH NGR MG MUN MAR UP 2,N WARD,pottadar compound ghatkopar west,022-0,1,8,3-Co-educational,www.education.maharashtra.gov.in,sainath21980@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0946090006496,72.910535000555",
VIKROLI PARK SITE UP MUN MAR 4,N WARD,"vikroli parksite mun marathi school no 4,near sai baba mandir,road no 1,vikroli west mum-400079",022-0,1,8,3-Co-educational,,vpsmarno4@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1043469999354,72.9135779998481",
VIKROLI PARK SITE UP MUN MAR 5,N WARD,v p s marathi school no 5 near sai baba mandir vikroli west mum 400079,022-0,1,8,3-Co-educational,,vpsmarathino5@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.104345999679,72.9135809998714",
VIKROLI PARK SITE MUN HINDI 2,N WARD,vikhroli park site near saibaba tample vikhroli W Mumbai 4000079,022-0,1,8,3-Co-educational,,vpshindi2@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1044509999226,72.9135239992393",
VIKROLI PARK SITE MUN HINDI 3,N WARD,VIikhroli park site U.P Hindi School No3,022-0,1,8,3-Co-educational,education.maharashtra.gov.in/saral/27220700241,pandeyamresh5@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1042860004615,72.9136350005922",
SAI NATH NGR MG MUN HINDI UP,N WARD,Opposite K.V.K School GHATKOPAR West,022-0,1,8,3-Co-educational,,sainathschoolhindi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0946339999406,72.9105189995881",
VIKROLI PARK SITE MUN URD1,N WARD,Vikhroli west mumbai400079,022-0,1,8,3-Co-educational,,vpsurdu1@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1047430000555,72.9135730004161",
VIKROLI PARK SITE MUN URD 2,N WARD,vps mun urdu school 2 near sai baba mandir vikroli w mum 79,022-0,1,8,3-Co-educational,,vpsurdu2@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.104740999748,72.9131030004341",
SAI NATH NGR MG MUN VOC UP URD,N WARD,PODDAR COMPAUD GHATKOPAR MUM 86,022-25000173,1,8,3-Co-educational,www.education.maharashtr.gov.in,sainathurduschool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0947929993069,72.9101149996394",
VIKROLI PARK SITE MUN ENG LP,N WARD,"vikhroli park site,ghatkoper",022-25170605,1,8,3-Co-educational,education.maharashtra.gov.in,kailassar01@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.104591000213,72.9140929994361",
SAINATH NAGAR NEW MAR SEC SCH,N WARD,"SAINATH NAGAR MUNI.MAR.SECONDARY SCHOOL, SAINATH NAGAR RD, SANGHANI ESTATE , GHATKOPAR WEST 400086",022-25000149,9,10,3-Co-educational,,nsainathnagarmargno2mar@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0947910000125,72.9098539999328",
SAINATH NAGAR NEW URDU SEC SCH,N WARD,NEAR KVK SCHOOL GHATKOPAR MUMBAI,022-0,9,10,3-Co-educational,,sainathurdusec@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0976370009003,72.9103360004053",
SAINATH NAGAR MPS SCHOOL,N WARD,POTDAR COMPOUND GHATKOPAR MUM.86,022-0,1,9,3-Co-educational,www.education.maharashtra.gov.in,sainathnagarmps253@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0976370000863,72.9101519999111",
DR B NGR AMBEDKER UP MAR 1,N WARD,Varsha nagar Near water Talki parsite vikhroli west mum.79,022-0,1,8,3-Co-educational,,drbabasahebambedkarnagar@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1111490005305,72.9160310005096",
DR B NGR AMBEDKER UP MAR 2,N WARD,"Dr.Babasaheb Ambedkar nagar municipal upperprimary marathi school no. 2, Vikroli parkside, Mumbai 79",022-25170112,1,8,3-Co-educational,education.maharashtra.gov.in/saral/27220700256,kailas1234b@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1113030006824,72.9166210003513",
DR B AMBEDKAR MAR SEC SCH 1,N WARD,Varshanagar Vikhroli,022-0,9,10,3-Co-educational,,dbanmmss@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.1076990002142,72.9173720000765",
PANTNAGAR MUN ENGLISH SEC SCHOOL,N WARD,near pantnagar police station,022-0,9,10,3-Co-educational,,pantnagarbmcengsecsch@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0878760003634,72.9162630002046",
MAHUL GAON MUN. MARATHI SCHOOL,M/W,Mahulgaon CHEMBUR mumbai74,022-0,1,8,3-Co-educational,,bmcmahul9@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.014234999476,72.8873300006567",
STATION CHEMBUR MUN NEW SEC MAR SCH,M/W,"P. Y. THORAT MARG,NEAR CHEMBUR RAILWAY STATION ,CHEMBUR 400089",022-25250142,9,10,3-Co-educational,,mwstationchembur.mar@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0632249997369,72.9003689999112",
STATION CHEMBUR MUN URDU SEC.,M/W,Near chembur rly station P.L.lokhande marg chembur mumbai,022-0,9,10,3-Co-educational,,mwstationchembururdu@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.061272000248,72.8991539992939",
SUBHASH NAGAR MUN MAR,M/W,"16th road , Subhashnagar, chembur Mumbai 400071",022-25200491,1,8,3-Co-educational,,kolidevidas1111@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0588929994988,72.9037830001026",
CHEMBUR NAKA MUN MAR 2,M/W,R.C.MARG CHEMBUR CHEMBURNAKA OPPOSITE B.M.C. HOSPITAL,022-0,1,8,3-Co-educational,,chemburnakamar2@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.055612999759,72.8955290001764",
SUBHASHNAGAR MUN HINDI,M/W,"16th Road, Near Chembur Gym Khana ,Subhashnagar,Chembur,Mumbai400071",022-25200488,1,8,3-Co-educational,,subhashnager.chembur@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0588099993647,72.9037329997011",
CHEMBUR NAKA MUN HINDI,M/W,RC MARAG CHEMBUR NAKA OPP. RAMABAI AMBEDKAR MATERNITY HOME CHEMBUR 71,022-0,1,8,3-Co-educational,,chemburnakahindi2018@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0555290004233,72.8953549997183",
SUBHASH NGR MUN UP KAN,M/W,"16th Road, Near gymkhana, Subhashnagar,CHEMBUR, Mumbai 400071",022-0,1,8,3-Co-educational,,subhashnagermunkannad@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0589750003299,72.9037379999311",
CHEMBUR NAKA MUN. MPS SCHOOL,M/W,"Chembur naka MPS, RC marg, Chembur Naka, M-71",022-25220471,1,10,3-Co-educational,,hmchemburnakamps@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0554150005854,72.8951909998266",
CHEMBUR NAKA MUN SEC MARATHI,M/W,"R.C.MARG CHEMBUR NAKA,CHEMBUR MUMBAI",022-0,9,10,3-Co-educational,,mwchemburnakamarathi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0554219995688,72.8951409994998",
GHATALE UP MUN MAR 1,M/W,"KELKARWADI ROAD, GHATLE VILLAGE, CHEMBUR.",022-0,1,8,3-Co-educational,,ghatlemar1@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0527499993833,72.9079279999865",
VAIBAV NGR MUN UP,M/W,vaibhavnagar Govandi east Mumbai 400088,022-25200416,1,8,3-Co-educational,,vbvngrupmarschool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0558019998164,72.9069229998041",
KHARDEVNAGER MUN. U.P. MARATHI NO.1,M/W,"OPPOSITE KARNATAKA HIGH SCHOOL, KHARDEVNAGAR, CHEMBUR EAST, MUMBAI-400071",022-0,1,8,3-Co-educational,,KHARDEVNAGARMARATHISCHOOL1@GMAIL.COM,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0561299999026,72.9068979994569",
GHATLA UP MUN HINDI,M/W,Ghatla bmc hindi school chembur 71,022-25200490,1,8,3-Co-educational,,yadavmanju630@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0532100003146,72.9079129999703",
GHATLA SEN. MUN MARATHI,M/W,"Kelkarwadi,ghatle gaon, Chembur",022-0,9,10,3-Co-educational,,ghatlabmcsecmarschool@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0527430003958,72.9078099996863",
AYODHYA NGR LP MUN MAR,M/E,"Ayodhynagar mun.marati school, vashi naka ,near mahakali mandir chembur mum.400074",022-0,1,8,3-Co-educational,,sumanpatil8385@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0327069997061,72.898204999594",
ANIKGAON MUN HINDI,M/E,"anikgaon bmc hindi school, shankarmandir, chembur",022-0,1,5,3-Co-educational,,dawaresindhu135@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.029733999881,72.8981050000111",
ANIK GAON UP MAR MUN,M/E,"SHANKAR MANDIR, R.C. MARG ,CHEMBUR. MUM. 74.",022-0,1,8,3-Co-educational,,manishagosavi101@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.029619999905,72.8982849999809",
GAVHANPADA MUN UP URDU,M/E,near hindustan petrolium gawanpada chembur mumbai,022-0,1,5,3-Co-educational,,gawanpadaurdu@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0104849998124,72.900098000221",
AYODHYA NGR MUN UP TEL,M/E,"VASHINAKA,NEAR MAHAKALI MANDIR RC MARG CHEMBUR EAST MUMBAI400074",022-0,1,8,3-Co-educational,,ayodhyatel1234@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0327049998422,72.8982149995484",
TURBHE HINDI MUN,M/E,"OPP.GAVDEVI TEMPAL,TROMBAY COLIWADA MUM.400088",022-0,1,5,3-Co-educational,,MCSHINGADE1976@GMAIL.COM,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0342039993959,72.9491729997448",
TROMBAY MUN LP URD,M/E,"OPP.GAON DEVI MANDIR,TROMBAY KOLIWADA,V.N PURAV MARG,MUMBAI-400088",022-25550027,1,5,3-Co-educational,,aziz.mehmood49@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0384949998619,72.9459729998475",
TURBHE MUN TML,M/E,Gavdevi Temple Trombay Kolivaada,022-0,1,5,3-Co-educational,,valarjeyakumar@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0342699998721,72.9493270004779",
TURBHE UP MAR,M/E,"V.N.PURAV ROAD,TROMBAY KOLIWADA MANKHURD EAST",022-25550037,0,8,3-Co-educational,,rukhsana.khan5287@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0387429993586,72.9458530007105",
TURBHE MUN MAR. SEN.,M/E,"near,trombay police station cheeta camp.trombay",022-0,9,10,3-Co-educational,,trombaybmcmarsec@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.033522000158,72.9493660001857",
TURBHE MUMBAI PUBLIC SCHOOL,M/E,"OPP GAONDEVI MANDIR , NEAR TROMBAY BUS DEPOT AND ESSEL STUDIO , TROMBAY KOLIWADA , MUMBAI 400088",022-0,1,10,3-Co-educational,,turbhemps2007@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0337210002119,72.9492429997239",
MARVALI LP GUJ,M/E,.R.C.MARG.CHEMBUR MUM.400074,022-0,1,8,3-Co-educational,,,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0421929999806,72.8935529998774",
R C F COLONY UP MAR,M/E,"Rcf Colony Javaharnagar,chembur.74",022-0,1,8,3-Co-educational,,meenakshimalap911@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0449600001128,72.8995280000839",
MARAVALI MUN MAR UP,M/E,"RAMKRISHNA CHEMBURKAR MARG,CHEMBURMARG,NEAR NIRANKARI BHAVAN CHEMBUR EAST MUMBAI-74",022-0,1,8,3-Co-educational,,marvalibmcmarathi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0421939999185,72.8936840001644",
WADAVLI MUN UP MAR,M/E,wadawali chembur mumbai,022-0,1,8,3-Co-educational,,wadavalimarathi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.043802000262,72.9013799999798",
R C F COLONY UP MUN HINDI,M/E,RCF COLONY BMC HINDI SCHOOL CHEMBUR MUMBAI-74,022-0,1,8,3-Co-educational,education.maharashtra.gov.in,rcfcolonyhindi123@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0445610000665,72.8995929999483",
SHIVAJI NGR MUN URD 1,M/E,GHATKOPAR MANKHURD LINK ROAD SHIVAJI NAGAR GOVANDI 400043,022-0,1,8,3-Co-educational,,meshivajiurdu1@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0626480000856,72.9177140006289",
SHIVAJI NGR MUN TEL 1,M/E,"shivajinagar bmc school no.1,near pubic toilet,govandi",022-0,1,7,3-Co-educational,,mariammaallen@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0620199997637,72.9189460000747",
SHIVAJI NGR MUN URD 8,M/E,"G.M link Road, Near Shivaji Nagar Signal, Govandi, Mumbai -43",022-25555689,1,8,3-Co-educational,,salehashaheen_12@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0623649999551,72.9188509997358",
LIMBONI BAUG MUN MAR 1,M/E,LIMBUNIBAUG MARATHI SCHOOL NO1 GOVANDI-43,022-0,1,8,3-Co-educational,,limbunibaug01@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0613730003837,72.8964470000133",
LIMBONI BUG MUN MAR 2,M/E,"LUMBINI BAUG ,NEAR KENA MARKET",022-0,1,7,3-Co-educational,,bhartibhawariis@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0581180002194,72.9118450004566",
LIMBONI BAUG MUN MAR 3,M/E,LIMBUNIBAUG U.P. MARATHI SCHOOL NO 3 GOVANDI,022-0,1,7,3-Co-educational,,sugandhapolekar31@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0581699999658,72.9116579994833",
LIMBONI BAUG MUN MAR 4,M/E,gaikwad nagar p.y.throat marg chembur 89,022-0,1,7,3-Co-educational,,limbunibaug4@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0603749997445,72.9090209995807",
SHIVAJI NGR UP MAR 2,M/E,banganwadi govandi 43,022-0,1,8,3-Co-educational,,pramilachapate@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0627819997377,72.9197769998718",
SHIVAJI NGR UP HINDI 2,M/E,SHIVAJI NAGAR HINDI SCHOOL NO-2 NEAR BAIGANWADI ATUO STAND BAIGANWADI GOVANDI,022-0,1,8,3-Co-educational,,bharatk2256@gmaill.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0629630008144,72.9198870000081",
SHIVAJI NGR UP URD 2,M/E,"Bainganwadi, Rd No. 6, Nr. Ambedkar Garden, Shivaji Nagar, Mum 43",022-0,1,8,3-Co-educational,,shivajinagarurdu2@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0628359996533,72.9187410000629",
SHIVAJI NGR UP URD 7,M/E,baji parbhu deshpande road shivaji nagar,022-0,1,8,3-Co-educational,,meshivajiurdu7@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0628079999216,72.919829999808",
SHIVAJI NAGER MUN. HINDI SCHOOL NO.3,M/E,shivaji nagar baiganwadi govandi mumbai400043,022-0,1,8,3-Co-educational,,shivajinagerhindi3@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0625980002416,72.9194270003413",
SANJAY NGR MUN MAR,M/E,ROAD NO 8 BAIGANWADI GOVANDI,022-0,1,7,3-Co-educational,,sanjaynagarmarathi@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0640599993245,72.9259990006559",
SHIVAJI NGR UP MUN MAR 3,M/E,"SHIVAJI NGR UP MUN MAR 3, Chikhalwadi, Govandi, Chembur, Mum. 43",022-0,0,8,3-Co-educational,,deepa.gosavi68@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0609730003797,72.9230740002855",
SANJAY NGR MUN HINDI,M/E,ROAD NO 8 BAIGANWADI,022-0,1,8,3-Co-educational,,sanjaynagarh@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0640639996689,72.9260780005929",
SANJAY NGR MUN URD 1,M/E,Road No 08 Baiganwadi Govandi,022-0,1,5,3-Co-educational,,,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0637430003564,72.9258619998889",
SANJAY NGR MUN URD 2,M/E,ROAD NO 8 BAIGNWADI GOVANDI MUM 43,022-0,1,8,3-Co-educational,,sanjayurdu240@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0640470001077,72.9263279998373",
SHIVAJI NGR MUN URD 3,M/E,Road no 13 Chikkalwadi baiganwadi Govandi West,022-0,1,8,3-Co-educational,,meshivajiurdu3@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0613820008279,72.9231179996969",
SHIVAJI NGR MUN URD 4,M/E,"SHIVAJI NAGAR MUN SCHOOL CAMPUS NO 3,ROAD NO13,BAIGANWADI/CHIKALWADI,SHIVAJI NAGAR,GOVANDI,MUMBAI",022-0,1,8,3-Co-educational,,asmakauser7887@gmail.com,Education Dept,@mybmcedu,"https://www.google.com/maps/search/?api=1&query=19.0613830000573,72.923112000513",
